age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55,3,1,2.0,0,0.046415484355914687,0,0,0.0,2,2,0.018205892088712348,3,0.006880733944954129,2,1.0,0
26,3,1,2.0,0,0.04446920175568113,1,0,,21,5,0.13935782853359815,1,0.0,0,,0
32,2,0,2.0,1,0.033073381565348114,1,1,1.0,4,2,0.066203243958954,1,0.0,0,,0
61,admin.,1,,0,0.10660259593830955,1,0,1.0,27,1,0.05858987090367428,1,0.10665137614678899,1,2.0,1
45,3,1,2.0,0,0.05579790875290264,0,0,,5,6,0.3356504468718967,3,0.0,0,,1
37,1,0,1.0,0,0.047529563361565615,1,0,1.0,20,8,0.5746441575637207,2,0.0,0,,0
38,1,0,1.0,0,0.04514033368679615,0,0,1.0,29,8,0.031115524660708375,2,0.0,0,,0
34,1,1,0.0,0,0.06512664259540141,1,0,1.0,15,6,0.14465408805031446,1,0.06536697247706422,1,1.0,1
53,3,1,1.0,0,0.07441510852203326,1,0,1.0,14,7,0.08871234690499835,3,0.0,0,,0
48,admin.,1,1.0,0,0.08559616649440947,1,0,0.0,15,7,0.05130751406818934,2,0.0,0,,0
57,0,1,1.0,0,0.045569858122709764,0,1,0.0,4,2,0.045018205892088714,1,0.0,0,,0
33,7,0,0.0,0,0.07339498798673844,0,0,1.0,17,11,0.09632571996027806,1,0.0,0,,0
36,4,0,1.0,0,0.04582488825653347,1,1,,26,5,0.10261502813637868,1,0.0,0,,0
54,1,1,1.0,0,0.05499255043556462,1,1,,15,5,0.1903343263819927,1,0.0,0,,0
41,3,1,2.0,0,0.03754312022657414,0,1,0.0,8,7,0.18205892088712347,3,0.0,0,,0
63,4,1,1.0,0,0.05003959678393578,1,0,1.0,7,10,0.1055941741145316,1,0.0,0,,0
48,0,1,0.0,0,0.12348827532516342,0,0,1.0,13,8,0.0738166170142337,2,0.0,0,,0
48,6,1,1.0,0,0.06265687708889814,0,0,1.0,4,7,0.04303210857332009,2,0.0,0,,0
56,admin.,1,1.0,0,0.2709493832297553,0,0,1.0,7,10,0.07249255213505462,1,0.0,0,,0
51,3,1,1.0,0,0.04719399739600811,1,0,1.0,8,5,0.04303210857332009,1,0.19610091743119265,5,0.0,0
31,6,1,1.0,0,0.049006053610018654,1,0,1.0,28,1,0.04998344918901026,1,0.0,0,,0
29,1,1,1.0,0,0.050428853303982495,1,0,1.0,21,7,0.041708043694141016,4,0.0,0,,0
41,0,1,1.0,0,0.04446920175568113,0,1,1.0,7,7,0.20721615359152598,3,0.0,0,,0
32,1,0,0.0,0,0.04930135165970927,0,0,1.0,19,11,0.052962595167163194,2,0.0,0,,0
37,0,1,0.0,0,0.04446920175568113,0,0,1.0,16,7,0.08738828202581926,2,0.2098623853211009,3,2.0,1
42,2,1,0.0,1,0.044496047032925735,1,0,,5,5,0.1244620986428335,1,0.0,0,,0
31,0,0,0.0,0,0.12833384786781385,1,0,,9,5,0.04965243296921549,2,0.0,0,,0
41,6,1,0.0,0,0.04999932886806888,1,0,,3,6,0.04965243296921549,5,0.0,0,,0
56,4,1,1.0,0,0.04908658944175246,1,0,,15,5,0.07183051969546508,1,0.0,0,,0
54,0,1,0.0,0,0.08771694339673293,0,0,1.0,14,8,0.020854021847070508,2,0.0,0,,0
41,3,1,1.0,0,0.0468047408759614,1,0,1.0,14,5,0.12015888778550149,2,0.34174311926605505,1,1.0,0
40,1,0,1.0,0,0.05240198118146065,0,1,1.0,14,8,0.027474346242965905,6,0.0,0,,0
50,3,1,2.0,0,0.04967718554113368,0,0,1.0,5,2,0.23071830519695466,1,0.0,0,,0
40,8,1,1.0,0,0.047408759613964915,1,0,1.0,17,11,0.066203243958954,2,0.22591743119266056,1,0.0,0
27,admin.,1,1.0,0,0.0505228117743386,1,0,1.0,16,7,0.21449851042701093,1,0.0,0,,1
60,4,1,2.0,0,0.044536314948792635,0,0,1.0,26,8,0.019529956967891428,2,0.0,0,,0
28,admin.,0,1.0,0,0.0468450087918283,1,1,1.0,6,5,0.04832836809003641,1,0.0,0,,0
52,6,1,1.0,0,0.053287875330532475,0,0,0.0,7,7,0.13042039059913935,2,0.5286697247706422,2,0.0,1
37,0,1,0.0,0,0.06211997154400612,0,0,1.0,30,6,0.07282356835484939,1,0.0,0,,1
51,3,1,2.0,0,0.06414678997597348,1,0,,7,5,0.13306852035749753,2,0.0,0,,0
41,1,0,1.0,0,0.05626770110468316,0,1,1.0,7,7,0.018536908308507117,4,0.0,0,,0
35,3,0,2.0,0,0.048402034872015144,1,0,,30,5,0.17113538563389605,2,0.0,0,,0
38,admin.,1,1.0,0,0.05016040053153649,1,0,1.0,17,4,0.09102946044356174,1,0.0,0,,0
34,3,1,1.0,0,0.06904605307311311,1,0,,20,5,0.06587222773915923,2,0.0,0,,0
39,3,1,2.0,0,0.045959114642756475,0,0,1.0,18,11,0.06521019529956967,2,0.0,0,,0
34,3,1,2.0,0,0.0505765023288278,1,0,,20,6,0.12181396888447533,3,0.0,0,,0
27,6,0,1.0,0,0.04185178722433256,1,0,1.0,18,5,0.12810327706057598,1,0.0,0,,1
32,0,0,0.0,0,0.09300546301391928,0,0,1.0,14,8,0.05329361138695796,2,0.0,0,,0
57,3,1,1.0,0,0.23363444785976026,0,0,1.0,11,8,0.07514068189341278,5,0.0,0,,0
41,,0,0.0,0,0.06550247647682582,0,0,1.0,1,7,0.09500165508109898,2,0.0,0,,0
41,admin.,1,0.0,0,0.11730043892028295,1,0,,14,5,0.04799735187024164,2,0.0,0,,0
30,admin.,0,0.0,0,0.047972510436101526,0,0,1.0,19,10,0.07580271433300231,1,0.15825688073394495,20,0.0,0
36,3,1,1.0,0,0.08262976335888109,0,0,1.0,12,2,0.1552466070837471,1,0.2098623853211009,1,2.0,0
31,8,0,2.0,0,0.049918793036335084,0,0,1.0,4,2,0.2423038728897716,1,0.0,0,,1
36,3,1,1.0,0,0.04446920175568113,1,0,,6,5,0.11022840119165839,1,0.0,0,,0
38,0,0,0.0,0,0.05108656259647522,1,0,1.0,11,5,0.1817279046673287,1,0.42201834862385323,7,0.0,0
49,1,1,1.0,0,0.12495134293499416,0,0,0.0,21,11,0.11287653095001655,2,0.0,0,,0
57,6,0,2.0,0,0.09516650783210964,1,0,0.0,13,5,0.020191989407480966,2,0.0,0,,0
34,0,0,1.0,0,0.05150266439376653,0,0,,13,8,0.0016550810989738498,1,0.0,0,,0
32,0,0,0.0,0,0.05217379632488155,1,0,1.0,14,4,0.08440913604766634,2,0.16743119266055045,3,0.0,0
37,3,1,1.0,0,0.05020066844740339,1,1,,9,6,0.12148295266468057,3,0.0,0,,0
33,7,1,0.0,0,0.05095233621025221,1,0,1.0,3,2,0.0913604766633565,2,0.0,0,,0
56,8,1,2.0,0,0.08998536932390169,0,0,1.0,21,4,0.07911287653095002,1,0.0,0,,1
27,9,1,2.0,0,0.04446920175568113,1,0,1.0,23,7,0.14266799073154585,3,0.0,0,,0
21,10,0,1.0,0,0.07786472664796446,0,0,1.0,30,6,0.08407811982787157,6,0.19495412844036697,3,2.0,1
58,0,1,0.0,0,0.0648313445457108,1,0,0.0,29,7,0.0009930486593843098,5,0.0,0,,0
32,7,1,1.0,0,0.047381914336720315,1,1,1.0,15,7,0.10360807679576299,5,0.0,0,,0
33,3,0,1.0,0,0.04476449980537174,0,0,1.0,30,1,0.023833167825223437,2,0.23853211009174313,1,0.0,0
25,10,0,1.0,0,0.048912095139662555,0,0,0.0,26,8,0.05494869248593181,4,0.0,0,,1
25,1,0,1.0,0,0.05124763425994282,0,1,1.0,17,11,0.12644819596160212,2,0.0,0,,1
30,6,1,1.0,0,0.0687373323848002,1,0,1.0,18,5,0.026150281363786824,2,0.0,0,,0
22,admin.,0,1.0,0,0.09964966913195795,0,1,1.0,19,8,0.020191989407480966,1,0.0,0,,0
39,3,1,2.0,0,0.04516717896404075,0,0,1.0,13,8,0.021516054286660046,1,0.0,0,,0
46,0,1,0.0,0,0.04480476772123864,0,0,,17,6,0.18536908308507116,2,0.0,0,,0
31,admin.,1,1.0,0,0.06983798875182884,1,0,1.0,21,7,0.19331347236014565,1,0.0,0,,0
45,3,1,2.0,0,0.05009328733842499,0,0,1.0,18,8,0.036080767957629926,4,0.0,0,,0
32,1,1,1.0,0,0.08061636756553603,1,0,,21,5,0.003972194637537239,1,0.0,0,,0
36,3,1,1.0,0,0.04136857223392974,0,1,1.0,15,7,0.2565375703409467,2,0.0,0,,0
51,0,0,0.0,1,0.04373095663145461,1,0,1.0,11,5,0.09169149288315127,2,0.30619266055045874,6,0.0,0
34,7,0,0.0,0,0.0506704607991839,0,0,1.0,21,8,0.6199933796756041,3,0.0,0,,1
24,8,0,1.0,0,0.046066495751734875,0,0,,15,9,0.015557762330354188,1,0.0,0,,0
45,1,0,1.0,0,0.05233486798834915,0,1,1.0,28,7,0.009268454154253558,3,0.0,0,,0
32,3,0,1.0,0,0.047529563361565615,0,0,0.0,5,2,0.05693478980470043,1,0.33142201834862384,3,0.0,0
77,4,1,0.0,0,0.10700527509697856,0,0,1.0,14,4,0.05196954650777888,1,0.0,0,,1
41,3,1,2.0,0,0.04672420504422759,1,0,1.0,18,11,0.0605759682224429,3,0.0,0,,0
37,3,1,2.0,0,0.04446920175568113,1,0,,26,5,0.006620324395895399,1,0.0,0,,0
43,3,1,,1,0.034872015140736366,1,0,,30,5,0.020854021847070508,3,0.0,0,,0
48,admin.,1,,0,0.04446920175568113,1,0,1.0,8,5,0.026812313803376366,1,0.1938073394495413,2,0.0,0
27,1,0,1.0,0,0.054791210856230115,1,0,,9,5,0.10360807679576299,2,0.0,0,,0
33,0,0,0.0,0,0.04446920175568113,0,0,1.0,28,8,0.07679576299238662,10,0.0,0,,0
29,admin.,0,1.0,0,0.05021409108602569,1,1,1.0,7,5,0.0165508109897385,1,0.3967889908256881,2,0.0,0
34,0,0,0.0,0,0.04446920175568113,0,0,1.0,5,2,0.022178086726249588,1,0.0,0,,0
52,0,1,0.0,0,0.03144924229204977,1,0,1.0,4,2,0.16054286660046344,1,0.0,0,,1
60,0,1,,0,0.12920631937826338,0,0,,19,6,0.011585567692816948,2,0.0,0,,0
32,0,1,0.0,0,0.057193863169621884,0,0,1.0,12,8,0.066203243958954,2,0.0,0,,0
32,0,0,0.0,0,0.04446920175568113,1,0,1.0,22,7,0.14928831512744126,2,0.0,0,,0
56,6,1,,0,0.06966349444973893,1,0,,30,5,0.027143330023171135,1,0.0,0,,0
31,0,0,0.0,0,0.056200587911571655,1,0,1.0,18,11,0.06156901688182721,2,0.0,0,,0
42,admin.,1,1.0,0,0.04880471403068415,1,1,,8,5,0.0913604766633565,2,0.0,0,,0
35,0,1,0.0,0,0.04589200144964497,0,1,1.0,11,8,0.19331347236014565,2,0.0,0,,0
56,4,1,2.0,0,0.07005275096978564,0,1,,19,6,0.013571665011585568,9,0.0,0,,0
48,1,1,1.0,0,0.05993208144857116,1,0,1.0,21,7,0.05428666004634227,5,0.0,0,,0
46,admin.,1,1.0,0,0.0468718540690729,1,0,1.0,29,1,0.06289308176100629,4,0.5011467889908257,1,1.0,0
37,1,0,,0,0.04971745345700058,1,0,,8,5,0.03277060575968222,3,0.0,0,,0
41,2,1,,0,0.04566381659306586,1,0,,6,5,0.10890433631247931,2,0.0,0,,0
36,0,0,0.0,0,0.050402008026737895,1,1,1.0,29,7,0.03243958953988745,3,0.0,0,,0
45,8,1,2.0,1,0.04112696473872834,1,1,,1,7,0.029129427341939754,1,0.0,0,,0
55,2,1,1.0,0,0.15324626515080333,0,0,1.0,6,2,0.06918238993710692,2,0.0,0,,0
39,1,1,1.0,0,0.05119394370545362,0,0,,26,5,0.09433962264150944,1,0.0,0,,0
35,1,1,1.0,0,0.04860337445134964,0,0,1.0,22,8,0.024164184045018206,2,0.0,0,,0
55,admin.,1,1.0,0,0.05254963020630596,0,0,1.0,1,6,0.10592519033432639,3,0.10435779816513761,2,2.0,1
55,1,1,1.0,0,0.04813358209956913,1,0,1.0,29,1,0.026481297583581597,3,0.21100917431192662,3,0.0,0
27,7,0,1.0,0,0.04514033368679615,0,0,1.0,29,1,0.05428666004634227,1,0.0,0,,0
34,1,1,1.0,0,0.06649575173487604,1,0,1.0,17,4,0.1244620986428335,1,0.0,0,,0
34,3,1,0.0,0,0.04473765452812714,0,0,,4,10,0.0019860973187686196,1,0.0,0,,0
25,admin.,0,1.0,0,0.10607911303203983,1,0,,28,5,0.06454816285998013,2,0.0,0,,0
41,admin.,0,1.0,0,0.04103300626837224,0,1,,9,5,0.010261502813637868,3,0.0,0,,0
43,6,1,1.0,0,0.057596542328290895,1,1,,26,5,0.025819265143992055,2,0.0,0,,0
28,0,0,0.0,0,0.045543012845465164,0,0,1.0,20,10,0.2224428997020854,2,0.16857798165137614,2,0.0,1
31,admin.,0,1.0,0,0.07271043341700112,1,0,,3,6,0.14928831512744126,1,0.0,0,,0
78,9,1,1.0,0,0.05116709842820902,0,0,0.0,16,3,0.025157232704402517,4,0.0,0,,0
45,3,1,1.0,0,0.061502530167380304,1,0,1.0,29,1,0.1804038397881496,2,0.0,0,,0
48,1,1,0.0,0,0.04863021972859425,0,0,,6,5,0.04336312479311486,1,0.0,0,,0
32,3,0,1.0,0,0.05981127770097046,1,1,1.0,10,7,0.13505461767626614,1,0.0,0,,0
42,1,1,1.0,0,0.08446866485013624,0,0,,20,6,0.03210857332009268,3,0.0,0,,0
37,0,0,0.0,0,0.044965839384706247,0,0,1.0,28,1,0.08242303872889771,2,0.0,0,,0
40,admin.,0,1.0,0,0.0506704607991839,1,1,1.0,6,4,0.08871234690499835,1,0.3853211009174312,4,1.0,0
32,admin.,1,1.0,0,0.05830794217527282,1,0,1.0,17,7,0.026481297583581597,1,0.0,0,,0
42,0,1,0.0,0,0.16539375310398519,0,0,1.0,20,11,0.04336312479311486,2,0.0,0,,0
43,admin.,1,1.0,0,0.03822767479631146,1,1,1.0,23,7,0.05362462760675273,1,0.0,0,,0
44,admin.,1,1.0,0,0.11401189245781936,1,1,1.0,31,7,0.004634227077126779,7,0.0,0,,0
37,admin.,1,1.0,0,0.046831586153206,1,0,1.0,5,5,0.047335319430652105,2,0.39908256880733944,1,0.0,0
37,,1,,0,0.06727426477496946,0,0,,9,6,0.019529956967891428,1,0.0,0,,0
37,admin.,1,0.0,0,0.04446920175568113,1,0,1.0,17,11,0.020191989407480966,2,0.13761467889908258,1,0.0,0
28,1,0,0.0,0,0.0467778955987168,1,1,1.0,2,2,0.06289308176100629,2,0.0,0,,0
32,6,0,1.0,0,0.04446920175568113,0,1,1.0,11,7,0.10890433631247931,2,0.0,0,,0
34,admin.,0,1.0,0,0.13814579670071542,1,0,1.0,15,5,0.0033101621979476996,5,0.0,0,,0
40,admin.,1,1.0,0,0.044549737587414935,0,0,,11,6,0.045018205892088714,1,0.0,0,,0
34,6,1,1.0,0,0.043636998161098506,1,0,,16,6,0.03475670307845084,3,0.0,0,,0
34,7,1,0.0,0,0.07093864511885746,1,0,1.0,23,7,0.018867924528301886,2,0.0,0,,0
34,admin.,1,0.0,0,0.05653615387712917,1,0,0.0,19,11,0.1234690499834492,3,0.009174311926605505,4,2.0,0
37,6,0,1.0,0,0.04475107716674944,1,0,1.0,2,2,0.030453492221118834,1,0.3119266055045872,2,1.0,0
36,1,1,1.0,0,0.04477792244399404,1,0,1.0,8,5,0.04899040052962595,2,0.39908256880733944,1,0.0,0
56,4,1,1.0,0,0.028281499577186883,1,0,1.0,15,6,0.12512413108242304,2,0.0,0,,1
49,3,1,2.0,0,0.04446920175568113,1,1,0.0,23,7,0.030784508440913606,6,0.0,0,,0
33,7,1,1.0,0,0.04735506905947571,1,0,1.0,29,7,0.178417742469381,12,0.0,0,,0
30,0,0,0.0,0,0.06288506194547724,0,0,1.0,20,11,0.07811982787156571,2,0.0,0,,0
36,6,1,1.0,0,0.07105944886645817,0,0,,17,6,0.014564713670969877,2,0.0,0,,0
23,10,0,1.0,0,0.16817223929880135,0,0,1.0,5,6,0.15458457464415756,2,0.0,0,,0
57,4,1,1.0,0,0.044992684661950846,1,0,1.0,30,7,0.11585567692816948,3,0.0,0,,0
27,3,0,1.0,0,0.1191393404115381,1,0,,30,5,0.14266799073154585,2,0.0,0,,0
38,6,1,1.0,0,0.044482624394303436,0,1,1.0,21,11,0.04899040052962595,2,0.0,0,,0
42,1,1,0.0,0,0.05496570515832002,0,0,1.0,3,4,0.09301555776233035,1,0.0,0,,0
75,4,1,1.0,0,0.09508597200037583,0,0,0.0,15,4,0.05991393578285336,1,0.20871559633027523,2,2.0,1
34,1,0,0.0,0,0.0577844592690031,1,0,1.0,4,5,0.09831181727904667,1,0.10206422018348624,2,2.0,0
48,1,1,1.0,0,0.0649521482933115,0,0,1.0,6,8,0.08904336312479312,2,0.0,0,,0
35,1,0,0.0,0,0.08014657521375552,1,0,1.0,19,8,0.25289639192320423,2,0.1628440366972477,3,0.0,1
39,0,1,0.0,0,0.06211997154400612,1,0,1.0,19,11,0.44124462098642836,4,0.14564220183486237,1,0.0,0
29,3,0,0.0,0,0.0505765023288278,0,0,0.0,21,4,0.1320754716981132,1,0.0,0,,1
45,1,0,0.0,0,0.04446920175568113,1,0,1.0,18,11,0.044687189672293945,2,0.0,0,,0
42,1,1,1.0,0,0.07171715815895088,1,1,1.0,9,7,0.06355511420059583,1,0.0,0,,0
29,1,1,1.0,0,0.06593200091273943,1,0,1.0,8,7,0.036742800397219465,1,0.07110091743119266,1,0.0,0
38,6,0,1.0,0,0.04183836458571026,1,0,1.0,2,2,0.018536908308507117,1,0.3119266055045872,1,0.0,0
56,4,1,1.0,0,0.062361579039207526,0,0,1.0,28,8,0.004303210857332009,14,0.0,0,,0
36,1,0,1.0,0,0.16727292251110723,1,0,1.0,13,8,0.04534922211188348,3,0.0,0,,0
25,3,0,1.0,0,0.039771278237876004,1,0,,23,6,0.030122476001324065,3,0.0,0,,0
38,1,1,0.0,0,0.050267781640514896,1,0,1.0,15,5,0.0019860973187686196,2,0.4288990825688073,1,1.0,0
57,7,1,1.0,0,0.1987490100804016,0,0,1.0,19,11,0.06421714664018537,1,0.0,0,,0
31,0,1,0.0,1,0.04107327418423914,0,0,1.0,12,8,0.07149950347567031,4,0.0,0,,0
42,0,1,0.0,0,0.04946242332317687,1,0,1.0,3,8,0.21516054286660047,2,0.0,0,,1
45,1,1,1.0,0,0.06339512221312466,0,0,1.0,11,8,0.022178086726249588,2,0.0,0,,0
30,3,1,1.0,0,0.057556274412423995,1,0,1.0,13,5,0.08341608738828203,2,0.4036697247706422,2,0.0,0
49,3,1,2.0,0,0.04856310653548274,1,1,0.0,10,7,0.2747434624296591,10,0.0,0,,0
49,6,1,1.0,0,0.04983825720460128,0,0,1.0,21,8,0.04865938430983118,3,0.0,0,,0
53,4,1,0.0,0,0.04417390370599052,1,0,1.0,31,7,0.005296259516716319,3,0.0,0,,0
37,1,1,1.0,0,0.09856243540355163,1,0,,26,5,0.05759682224428997,5,0.0,0,,0
49,3,1,2.0,0,0.049368464852820766,0,0,,26,5,0.018205892088712348,2,0.0,0,,0
41,7,1,2.0,0,0.04720742003463041,0,0,1.0,13,8,0.03541873551804038,7,0.0,0,,0
54,0,1,2.0,0,0.06716688366599106,1,0,1.0,20,11,0.06024495200264813,1,0.0,0,,0
32,6,0,1.0,0,0.049918793036335084,1,0,,6,5,0.0738166170142337,1,0.0,0,,0
33,1,1,1.0,0,0.041730983476731855,0,0,1.0,15,5,0.0969877523998676,3,0.0,0,,0
33,1,1,1.0,0,0.04928792902108697,1,0,1.0,20,4,0.06818934127772261,1,0.2786697247706422,1,1.0,0
36,3,1,2.0,0,0.046120186306224074,1,0,1.0,18,5,0.0016550810989738498,1,0.0,0,,0
35,1,1,0.0,0,0.04446920175568113,1,1,1.0,23,9,0.03574975173783516,1,0.07224770642201835,6,1.0,0
52,,1,1.0,0,0.04637521644004779,0,0,1.0,25,8,0.03574975173783516,6,0.0,0,,0
40,2,1,0.0,0,0.09240144427591576,0,0,,9,6,0.07216153591525985,3,0.0,0,,0
44,1,0,1.0,0,0.04491214883021705,1,0,1.0,13,5,0.06322409798080106,3,0.4036697247706422,10,0.0,0
45,3,0,1.0,0,0.04446920175568113,1,0,1.0,26,7,0.25289639192320423,2,0.10550458715596331,5,2.0,0
30,10,0,1.0,0,0.08602569093032308,0,0,1.0,26,1,0.039390930155577625,1,0.0,0,,0
48,1,1,1.0,1,0.04473765452812714,0,0,1.0,27,8,0.04667328699106256,3,0.0,0,,0
33,3,1,1.0,0,0.09246855746902727,1,0,1.0,2,4,0.039721946375372394,1,0.3543577981651376,2,1.0,0
57,1,1,,0,0.04723426531187501,1,0,,5,5,0.07017543859649122,3,0.0,0,,0
57,9,1,2.0,0,0.13952832847881236,0,0,,6,6,0.021516054286660046,3,0.0,0,,0
51,8,1,0.0,0,0.06640179326451993,1,0,1.0,22,7,0.05428666004634227,4,0.0,0,,0
34,admin.,0,1.0,0,0.044482624394303436,1,0,1.0,22,7,0.1585567692816948,7,0.0,0,,0
50,7,1,0.0,0,0.09832082790835023,0,0,1.0,19,11,0.22707712677921219,3,0.0,0,,0
44,0,1,0.0,0,0.09496516825277514,0,0,1.0,28,8,0.04005296259516716,12,0.0,0,,0
27,admin.,1,1.0,0,0.04115381001597294,1,1,,4,6,0.11254551473022179,2,0.0,0,,0
50,3,1,1.0,0,0.05260332076079516,1,0,,14,5,0.2214498510427011,2,0.0,0,,0
36,0,1,0.0,0,0.04446920175568113,1,0,1.0,28,1,0.018536908308507117,1,0.28784403669724773,1,1.0,0
42,0,1,1.0,0,0.04193232305606636,1,0,,12,5,0.0804369414101291,2,0.0,0,,0
32,8,0,1.0,0,0.04446920175568113,0,0,1.0,27,5,0.039390930155577625,2,0.0,0,,0
42,0,1,0.0,0,0.05096575884887451,1,0,1.0,11,7,0.04634227077126779,2,0.0,0,,0
43,1,1,1.0,0,0.04446920175568113,0,1,1.0,8,5,0.0016550810989738498,2,0.19839449541284404,5,0.0,0
31,0,1,0.0,0,0.04977114401148978,1,0,1.0,9,2,0.04998344918901026,3,0.0,0,,0
32,0,1,0.0,0,0.0759989798794647,0,0,1.0,14,8,0.04303210857332009,5,0.0,0,,0
55,3,1,2.0,0,0.04997248359082428,0,1,1.0,11,7,0.07183051969546508,2,0.0,0,,0
58,4,1,2.0,0,0.09011959571012469,1,0,1.0,3,2,0.026481297583581597,3,0.30504587155963303,2,0.0,0
46,3,1,2.0,0,0.047449027529831815,0,0,1.0,8,8,0.022178086726249588,2,0.0,0,,0
55,3,1,1.0,0,0.0577441913531362,1,1,,23,5,0.08010592519033433,4,0.0,0,,0
34,0,1,0.0,0,0.05003959678393578,0,1,1.0,23,7,0.11817279046673287,2,0.0,0,,0
